CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
A GINGER CAT LIMITED,10320645,,,205 LEY STREET,,ILFORD,ESSEX,UNITED KINGDOM,IG1 4BL,Private Limited Company,Active,United Kingdom,,09-08-2016,31,8,31-05-2023,31-08-2021,DORMANT,06-09-2017,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/10320645,,,,,,,,,,,,,,,,,,,,,22-08-2023,08-08-2022
A GLIMMER OF HOPE UK,9806696,,,A GLIMMER OF HOPE UK C/O PROSPECTUS LTD,20-22 STUKELEY STREET,LONDON,,UNITED KINGDOM,WC2B 5LA,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,02-10-2015,31,12,30-09-2023,31-12-2021,TOTAL EXEMPTION FULL,30-10-2016,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/09806696,,,,,,,,,,,,,,,,,,,,,16-10-2023,02-10-2022
A GOLASH LIMITED,7100110,,,DERWENT HOUSE,THE BRAMPTON,NEWCASTLE UNDER LYME,STAFFORDSHIRE,,ST5 0QW,Private Limited Company,Active,United Kingdom,,09-12-2009,31,8,31-05-2023,31-08-2021,MICRO ENTITY,06-01-2017,09-12-2015,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/07100110,,,,,,,,,,,,,,,,,,,,,30-03-2023,16-03-2022
A GOMEZ LIMITED,2446884,,,COLDHARBOUR LANE,BRIDGE,CANTERBURY,"KENT,",,CT4 5HL,Private Limited Company,Active,United Kingdom,,27-11-1989,30,9,30-06-2023,30-09-2021,GROUP,12-11-2016,15-10-2015,13,6,0,7,46310 - Wholesale of fruit and vegetables,,,,0,0,http://business.data.gov.uk/id/company/02446884,,,,,,,,,,,,,,,,,,,,,29-10-2023,15-10-2022
A GOOD PASS LTD.,13825901,,,34 APPLETON FIELDS,,BISHOP'S STORTFORD,,ENGLAND,CM23 4DP,Private Limited Company,Active,United Kingdom,,04-01-2022,31,1,04-10-2023,,NO ACCOUNTS FILED,01-02-2023,,0,0,0,0,85590 - Other education n.e.c.,85600 - Educational support services,,,0,0,http://business.data.gov.uk/id/company/13825901,15-11-2022,KOLONIE POLONIJNE LIMITED,,,,,,,,,,,,,,,,,,,17-01-2023,
A GP FOR YOU LTD,8725537,,,28 HOLLY OAK ROAD,PENLLERGAER,SWANSEA,,,SA4 9DP,Private Limited Company,Active,United Kingdom,,09-10-2013,31,10,31-07-2023,31-10-2021,MICRO ENTITY,06-11-2016,09-10-2015,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/08725537,,,,,,,,,,,,,,,,,,,,,23-10-2023,09-10-2022
A GREATER MASS C.I.C.,13040725,,,HAZELWOOD EAST STREET,DRAYTON,LANGPORT,,ENGLAND,TA10 0LA,Community Interest Company,Active,United Kingdom,,24-11-2020,30,11,31-08-2023,30-11-2021,MICRO ENTITY,22-12-2021,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13040725,,,,,,,,,,,,,,,,,,,,,07-12-2022,23-11-2021
A GREEN MOUSE LTD,8001594,,,GREEN OAKS,MARK WAY,GODALMING,SURREY,,GU7 2BN,Private Limited Company,Active,United Kingdom,,22-03-2012,31,3,31-12-2022,31-03-2021,MICRO ENTITY,19-04-2017,22-03-2016,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08001594,19-06-2013,AGREENMOUSE LTD,,,,,,,,,,,,,,,,,,,23-03-2023,09-03-2022
A GUY I KNOW LIMITED,13651201,,,ENDERLEY LONDON ROAD,THRUPP,STROUD,,ENGLAND,GL5 2BQ,Private Limited Company,Active,United Kingdom,,29-09-2021,30,9,29-06-2023,,NO ACCOUNTS FILED,27-10-2022,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13651201,,,,,,,,,,,,,,,,,,,,,12-10-2023,28-09-2022
A H CONISBEE & CO LIMITED,5731739,,,SFP 9 ENSIGN HOUSE ADMIRALS WAY,MARSH WALL,LONDON,,,E14 9XQ,Private Limited Company,Liquidation,United Kingdom,,06-03-2006,29,3,29-03-2021,31-03-2019,TOTAL EXEMPTION FULL,03-04-2017,06-03-2016,1,1,0,0,46320 - Wholesale of meat and meat products,,,,0,0,http://business.data.gov.uk/id/company/05731739,,,,,,,,,,,,,,,,,,,,,20-03-2020,06-03-2019
A H ISMAIEL LIMITED,7304964,,,5 FENNELL COURT,CARR LANE SANDAL,WAKEFIELD,WEST YORKSHIRE,,WF2 6TS,Private Limited Company,Active,United Kingdom,,06-07-2010,31,3,31-12-2023,31-03-2022,TOTAL EXEMPTION FULL,03-08-2016,06-07-2015,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/07304964,,,,,,,,,,,,,,,,,,,,,28-04-2023,14-04-2022
A H K BHAM LIMITED,10813455,,,UNIT 3 UPPER CHAPEL STREET,TIVIDALE,OLDBURY,WEST MIDLANDS,UNITED KINGDOM,B69 2HS,Private Limited Company,Active,United Kingdom,,12-06-2017,30,6,31-03-2023,30-06-2021,MICRO ENTITY,10-07-2018,,0,0,0,0,"46341 - Wholesale of fruit and vegetable juices, mineral water and soft drinks",,,,0,0,http://business.data.gov.uk/id/company/10813455,20-07-2020,A H K WHOLESALER LTD,,,,,,,,,,,,,,,,,,,25-06-2023,11-06-2022
A H LANSLEY LIMITED,14172493,,,111 OXFORD ROAD,,READING,BERKSHIRE,ENGLAND,RG1 7UH,Private Limited Company,Active,United Kingdom,,14-06-2022,30,6,14-03-2024,,NO ACCOUNTS FILED,12-07-2023,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/14172493,,,,,,,,,,,,,,,,,,,,,27-06-2023,
A H M LOCUMS LIMITED,13834089,,,12 TENTERCROFT STREET,,LINCOLN,LINCOLNSHIRE,UNITED KINGDOM,LN5 7DB,Private Limited Company,Active,United Kingdom,,07-01-2022,31,1,07-10-2023,,NO ACCOUNTS FILED,04-02-2023,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/13834089,,,,,,,,,,,,,,,,,,,,,20-01-2023,
A H MACIAG LIMITED,7228174,,,CHEALSEA GREEN DENTAL PRACTICE,57 MARKHAM STREET,LONDON,,ENGLAND,SW3 3NR,Private Limited Company,Active,United Kingdom,,20-04-2010,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,18-05-2017,20-04-2016,1,1,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/07228174,,,,,,,,,,,,,,,,,,,,,04-05-2023,20-04-2022
A H SINCLAIR LTD,SC606741,,,PALLAST,KIRBISTER,STROMNESS,,SCOTLAND,KW16 3HU,Private Limited Company,Active,United Kingdom,,30-08-2018,31,8,31-05-2024,31-08-2022,MICRO ENTITY,27-09-2019,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/SC606741,,,,,,,,,,,,,,,,,,,,,13-09-2023,30-08-2022
A H TRUEMAN LIMITED,6000767,,,THE OLD BARN,OFF WOOD STREET,SWANLEY VILLAGE,KENT,ENGLAND,BR8 7PA,Private Limited Company,Active,United Kingdom,,16-11-2006,31,3,31-12-2023,31-03-2022,TOTAL EXEMPTION FULL,14-12-2016,16-11-2015,4,2,0,2,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/06000767,,,,,,,,,,,,,,,,,,,,,30-11-2022,16-11-2021
A HANIF LTD,8238262,,,14 DOBCROSS CLOSE,,MANCHESTER,,,M13 0GQ,Private Limited Company,Active,United Kingdom,,03-10-2012,31,10,31-07-2023,31-10-2021,UNAUDITED ABRIDGED,08-01-2017,11-12-2015,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/08238262,,,,,,,,,,,,,,,,,,,,,22-02-2023,08-02-2022
A HAQ LTD,7624450,,,22 BEECH ROAD,OADBY,LEICESTER,,,LE2 5QL,Private Limited Company,Active,United Kingdom,,06-05-2011,31,5,28-02-2023,31-05-2021,TOTAL EXEMPTION FULL,03-06-2017,06-05-2016,0,0,0,0,46320 - Wholesale of meat and meat products,,,,0,0,http://business.data.gov.uk/id/company/07624450,,,,,,,,,,,,,,,,,,,,,20-05-2023,06-05-2022
A HASSAN LTD,14103913,,,254 GOLDHAWK ROAD,,LONDON,,ENGLAND,W12 9PE,Private Limited Company,Active,United Kingdom,,12-05-2022,31,5,12-02-2024,,NO ACCOUNTS FILED,09-06-2023,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/14103913,,,,,,,,,,,,,,,,,,,,,25-05-2023,
A HATCH SPECIALIST PRACTIONER SERVICES LIMITED,8617625,,,15 CHARLTON CLOSE,,BILLINGHAM,CLEVELAND,,TS23 4DG,Private Limited Company,Active,United Kingdom,,19-07-2013,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,16-08-2016,19-07-2015,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/08617625,,,,,,,,,,,,,,,,,,,,,02-08-2023,19-07-2022
A HELPING HOOF LTD,14004146,,,70 BARHAM ROAD,,STEVENAGE,,ENGLAND,SG2 9HY,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,26-03-2022,31,3,26-12-2023,,NO ACCOUNTS FILED,23-04-2023,,0,0,0,0,85590 - Other education n.e.c.,93199 - Other sports activities,96090 - Other service activities n.e.c.,,0,0,http://business.data.gov.uk/id/company/14004146,,,,,,,,,,,,,,,,,,,,,08-04-2023,
A HOME IN THE SUN (UK) LIMITED,8491185,,,74 WOODLANDS AVENUE,,LONDON,,UNITED KINGDOM,E11 3QY,Private Limited Company,Active,United Kingdom,,16-04-2013,30,4,31-01-2023,30-04-2021,MICRO ENTITY,14-05-2017,16-04-2016,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/08491185,,,,,,,,,,,,,,,,,,,,,30-04-2023,16-04-2022
A HOME IN THE SUN LIMITED,7956098,,,1 GAINSBOROUGH CLOSE,,BILLERICAY,ESSEX,,CM11 2DB,Private Limited Company,Active,United Kingdom,,20-02-2012,29,2,30-11-2023,28-02-2022,DORMANT,20-03-2017,20-02-2016,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/07956098,,,,,,,,,,,,,,,,,,,,,06-03-2023,20-02-2022
A HOME TO RENT LTD,7659393,,,UNIT 16 TOWNMEAD BUSINESS CENTRE,WILLIAM MORRIS WAY,FULHAM,LONDON,,SW6 2SZ,Private Limited Company,Active,United Kingdom,,06-06-2011,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,04-07-2017,06-06-2016,1,1,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/07659393,,,,,,,,,,,,,,,,,,,,,20-06-2023,06-06-2022
A HOTZA LTD,14471726,,,11 CASTLE WAY,BARTON SEAGRAVE,KETTERING,,ENGLAND,NN15 6ST,Private Limited Company,Active,United Kingdom,,09-11-2022,30,11,09-08-2024,,NO ACCOUNTS FILED,07-12-2023,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/14471726,,,,,,,,,,,,,,,,,,,,,22-11-2023,
A HUGHES LTD,12232641,,,EVOLUTION HOUSE ICENI COURT,DELFT WAY,NORWICH,NORFOLK,,NR6 6BB,Private Limited Company,Active,United Kingdom,,30-09-2019,30,9,30-06-2023,30-09-2021,TOTAL EXEMPTION FULL,28-10-2020,,0,0,0,0,46320 - Wholesale of meat and meat products,"46341 - Wholesale of fruit and vegetable juices, mineral water and soft drinks",66220 - Activities of insurance agents and brokers,66290 - Other activities auxiliary to insurance and pension funding,0,0,http://business.data.gov.uk/id/company/12232641,,,,,,,,,,,,,,,,,,,,,13-10-2023,29-09-2022
A HUSAIN LIMITED,7045459,JON AVOL & ASSOCIATES,,204 FIELD END ROAD,,PINNER,MIDDLESEX,,HA5 1RD,Private Limited Company,Active,United Kingdom,,15-10-2009,30,4,31-01-2023,30-04-2021,MICRO ENTITY,12-11-2016,15-10-2015,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/07045459,,,,,,,,,,,,,,,,,,,,,22-12-2022,08-12-2021
A HUSTLERS AMBITION LTD,14028231,,,121 PARK LANE,,WOLVERHAMPTON,,ENGLAND,WV10 9QH,Private Limited Company,Active,United Kingdom,,05-04-2022,30,4,05-01-2024,,NO ACCOUNTS FILED,03-05-2023,,0,0,0,0,46420 - Wholesale of clothing and footwear,,,,0,0,http://business.data.gov.uk/id/company/14028231,,,,,,,,,,,,,,,,,,,,,18-04-2023,
A I H (DC) LTD,5753274,,,306 KEIGHLEY ROAD,,BRADFORD,WEST YORKSHIRE,,BD9 4EY,Private Limited Company,Active,United Kingdom,,23-03-2006,31,3,31-12-2022,31-03-2021,MICRO ENTITY,20-04-2017,23-03-2016,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/05753274,20-10-2010,RICHMOND VILLAGE CAFE LTD,01-08-2008,SALAAM TRAVEL SERVICES LIMITED,,,,,,,,,,,,,,,,,06-04-2023,23-03-2022
A IMAM LTD,13543359,,,133 LANSBURY CRESCENT,,DARTFORD,,ENGLAND,DA1 5DQ,Private Limited Company,Active,United Kingdom,,02-08-2021,31,8,02-05-2023,,NO ACCOUNTS FILED,30-08-2022,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/13543359,,,,,,,,,,,,,,,,,,,,,15-08-2023,01-08-2022
A IMPORT EXPORT LTD,13525484,,,"VINCENT COURT, NO. 21 GREEN LANE",LONDON,LONDON,,UNITED KINGDOM,NW4 2AN,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,22-07-2021,31,7,22-04-2023,,NO ACCOUNTS FILED,19-08-2022,,0,0,0,0,46310 - Wholesale of fruit and vegetables,,,,0,0,http://business.data.gov.uk/id/company/13525484,,,,,,,,,,,,,,,,,,,,,04-08-2022,
A J  CROSBIE LIMITED,6856707,,,PRINCE ALBERT HOUSE,20 KING STREET,MAIDENHEAD,BERKSHIRE,,SL6 1DT,Private Limited Company,Active,United Kingdom,,24-03-2009,30,4,31-01-2023,30-04-2021,MICRO ENTITY,21-04-2017,24-03-2016,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/06856707,,,,,,,,,,,,,,,,,,,,,07-04-2023,24-03-2022
A J AESTHETICS LTD,9590384,,,LICHFIELD HOUSE,2 LICHFIELD GROVE,LONDON,,ENGLAND,N3 2JP,Private Limited Company,Active,United Kingdom,,14-05-2015,31,5,28-02-2023,31-05-2021,TOTAL EXEMPTION FULL,11-06-2017,14-05-2016,2,2,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/09590384,,,,,,,,,,,,,,,,,,,,,28-05-2023,14-05-2022
A J CALE LIMITED,6033252,,,14 DAVID MEWS,,LONDON,,ENGLAND,W1U 6EQ,Private Limited Company,Active,United Kingdom,,19-12-2006,28,6,28-03-2023,30-06-2021,AUDIT EXEMPTION SUBSIDIARY,12-01-2017,15-12-2015,2,2,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/06033252,,,,,,,,,,,,,,,,,,,,,09-12-2023,25-11-2022
A J CHAUHAN MEDICALS LTD,6190796,,,HIGHFIELD COURT TOLLGATE,CHANDLER'S FORD,EASTLEIGH,HAMPSHIRE,ENGLAND,SO53 3TY,Private Limited Company,Active,United Kingdom,,29-03-2007,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,26-04-2017,29-03-2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/06190796,,,,,,,,,,,,,,,,,,,,,10-04-2023,27-03-2022
A J DENTAL HOLDINGS LTD,SC734509,,,565 DUMBARTON ROAD,DALMUIR,CLYDEBANK,,SCOTLAND,G81 4DL,Private Limited Company,Active,United Kingdom,,06-06-2022,30,6,06-03-2024,,NO ACCOUNTS FILED,04-07-2023,,2,2,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/SC734509,,,,,,,,,,,,,,,,,,,,,19-06-2023,
A J FELDMAN LIMITED,11035023,,,THE OLD BANK,187A ASHLEY ROAD,HALE,CHESHIRE,,WA15 9SQ,Private Limited Company,Liquidation,United Kingdom,,27-10-2017,30,4,31-01-2024,30-04-2022,TOTAL EXEMPTION FULL,24-11-2018,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/11035023,,,,,,,,,,,,,,,,,,,,,09-11-2022,26-10-2021
A J FRESH PRODUCE (MIDLANDS) LIMITED,13691258,,,72 TEMPERANCE STREET,,MANCHESTER,,ENGLAND,M12 6HU,Private Limited Company,Active,United Kingdom,,20-10-2021,31,10,20-07-2023,,NO ACCOUNTS FILED,17-11-2022,,0,0,0,0,46310 - Wholesale of fruit and vegetables,,,,0,0,http://business.data.gov.uk/id/company/13691258,,,,,,,,,,,,,,,,,,,,,26-07-2023,12-07-2022
A J GIBBONS LIMITED,10062424,,,3 CASTLEGATE,,GRANTHAM,LINCOLNSHIRE,ENGLAND,NG31 6SF,Private Limited Company,Active,United Kingdom,,14-03-2016,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,11-04-2017,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/10062424,,,,,,,,,,,,,,,,,,,,,28-03-2023,14-03-2022
A J GRAY MEDICAL LIMITED,13161912,,,20 SHANKLIN DRIVE,,LEICESTER,,ENGLAND,LE2 3RG,Private Limited Company,Active,United Kingdom,,27-01-2021,31,1,31-10-2023,31-01-2022,MICRO ENTITY,24-02-2022,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/13161912,,,,,,,,,,,,,,,,,,,,,09-02-2023,26-01-2022
A J GREENWOOD LIMITED,7182699,,,2 ORIEL COURT,OMEGA PARK,ALTON,HAMPSHIRE,UNITED KINGDOM,GU34 2YT,Private Limited Company,Active,United Kingdom,,09-03-2010,31,3,31-12-2023,31-03-2022,TOTAL EXEMPTION FULL,06-04-2017,09-03-2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/07182699,,,,,,,,,,,,,,,,,,,,,23-03-2023,09-03-2022
A J GUNNING LIMITED,SC518999,,,104 HIGH STREET,,ANNAN,,UNITED KINGDOM,DG12 6DW,Private Limited Company,Active,United Kingdom,,29-10-2015,31,10,31-07-2023,31-10-2021,TOTAL EXEMPTION FULL,26-11-2016,,1,1,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/SC518999,,,,,,,,,,,,,,,,,,,,,12-11-2023,29-10-2022
A J M MCLAUGHLIN LTD,10290803,,,34 LUDLOW CLOSE,,WILLSBRIDGE,BRISTOL,UNITED KINGDOM,BS30 6EB,Private Limited Company,Active,United Kingdom,,21-07-2016,31,7,30-04-2023,31-07-2021,MICRO ENTITY,18-08-2017,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/10290803,,,,,,,,,,,,,,,,,,,,,03-08-2023,20-07-2022
A J M RESIDENTIAL LTD,10766806,,,AVENUE HOUSE AVENUE HOUSE,CHURCH ROAD,HILGAY,NORFOLK,UNITED KINGDOM,PE38 0JL,Private Limited Company,Active,United Kingdom,,11-05-2017,31,3,31-12-2022,31-03-2021,MICRO ENTITY,08-06-2018,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/10766806,,,,,,,,,,,,,,,,,,,,,10-05-2023,26-04-2022
A J MARCUS RADIOLOGIST LIMITED,7669014,,,930 HIGH ROAD,NORTH FINCHLEY,LONDON,,,N12 9RT,Private Limited Company,Active,United Kingdom,,14-06-2011,30,6,31-03-2023,30-06-2021,TOTAL EXEMPTION FULL,12-07-2017,14-06-2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/07669014,,,,,,,,,,,,,,,,,,,,,28-06-2023,14-06-2022
A J MEATS LIMITED,6862544,,,30-32 RUNCORN ROAD,BALSALL HEATH,BIRMINGHAM,,UNITED KINGDOM,B12 8RQ,Private Limited Company,Active,United Kingdom,,30-03-2009,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,27-04-2017,30-03-2016,0,0,0,0,46320 - Wholesale of meat and meat products,,,,0,0,http://business.data.gov.uk/id/company/06862544,,,,,,,,,,,,,,,,,,,,,13-04-2023,30-03-2022
A J PROPERTY CONSULTANCY LTD,11146054,,,147 STATION ROAD,NORTH CHINGFORD,LONDON,,UNITED KINGDOM,E4 6AG,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,11-01-2018,31,1,31-10-2022,31-01-2021,MICRO ENTITY,08-02-2019,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/11146054,,,,,,,,,,,,,,,,,,,,,24-01-2023,10-01-2022
A J RABCEWICZ LIMITED,8001165,,,27 CHURCH LANE,NAILSEA,BRISTOL,,ENGLAND,BS48 4NG,Private Limited Company,Active,United Kingdom,,22-03-2012,31,3,31-12-2023,31-03-2022,TOTAL EXEMPTION FULL,19-04-2017,22-03-2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/08001165,,,,,,,,,,,,,,,,,,,,,05-04-2023,22-03-2022
A J REES AND SONS LIMITED,3805261,,,29 HIGH STREET,NARBERTH,DYFED,,,SA67 7AR,Private Limited Company,Active,United Kingdom,,12-07-1999,28,2,31-12-2022,28-02-2021,UNAUDITED ABRIDGED,09-08-2016,12-07-2015,4,4,0,0,46320 - Wholesale of meat and meat products,47220 - Retail sale of meat and meat products in specialised stores,,,0,0,http://business.data.gov.uk/id/company/03805261,,,,,,,,,,,,,,,,,,,,,26-07-2023,12-07-2022
A J RIDLEY LIMITED,9960176,,,LITTLE FRISTON JEVINGTON ROAD,FRISTON,EASTBOURNE,EAST SUSSEX,ENGLAND,BN20 0AG,Private Limited Company,Active,United Kingdom,,20-01-2016,30,1,28-01-2023,31-01-2021,TOTAL EXEMPTION FULL,17-02-2017,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/09960176,,,,,,,,,,,,,,,,,,,,,02-02-2023,19-01-2022
A J S MORTGAGE SOLUTIONS LIMITED,9916562,,,41 STANLEY ROAD,,RUGBY,WARWICKSHIRE,ENGLAND,CV21 3UE,Private Limited Company,Active,United Kingdom,,15-12-2015,31,12,30-09-2023,31-12-2021,MICRO ENTITY,12-01-2017,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/09916562,,,,,,,,,,,,,,,,,,,,,28-12-2022,14-12-2021
A J SHAW LIMITED,7298883,,,LYNWOOD HOUSE,373-375 STATION ROAD,HARROW,MIDDLESEX,,HA1 2AW,Private Limited Company,Active,United Kingdom,,29-06-2010,31,7,30-04-2023,31-07-2021,TOTAL EXEMPTION FULL,27-07-2017,29-06-2016,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/07298883,,,,,,,,,,,,,,,,,,,,,13-07-2023,29-06-2022
A J STACEY LIMITED,9288879,,,41 STANLEY ROAD,,RUGBY,,ENGLAND,CV21 3UE,Private Limited Company,Active,United Kingdom,,30-10-2014,31,3,31-12-2022,31-03-2021,MICRO ENTITY,27-11-2016,30-10-2015,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/09288879,,,,,,,,,,,,,,,,,,,,,15-11-2023,01-11-2022
A J STAFFORD LTD,14002476,,,"COSMETIC DENTAL CLINIC, 2",ELDON SQUARE,NEWCASTLE UPON TYNE,TYNE AND WEAR,UNITED KINGDOM,NE1 7JG,Private Limited Company,Active,United Kingdom,,25-03-2022,31,3,25-12-2023,,NO ACCOUNTS FILED,22-04-2023,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/14002476,,,,,,,,,,,,,,,,,,,,,07-04-2023,
A J SULLIVAN HEALTHCARE LIMITED,9846845,,,46-48 STATION ROAD,LLANISHEN,CARDIFF,,WALES,CF14 5LU,Private Limited Company,Active,United Kingdom,,28-10-2015,31,8,31-05-2023,31-08-2021,TOTAL EXEMPTION FULL,25-11-2016,,2,2,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/09846845,,,,,,,,,,,,,,,,,,,,,10-11-2023,27-10-2022
A J WARD LTD,7231490,,,4 GRANGE PARK,WESTBURY ON TYM HENLEAZE,BRISTOL,AVON,,BS9 4BP,Private Limited Company,Active,United Kingdom,,22-04-2010,30,4,31-01-2023,30-04-2021,TOTAL EXEMPTION FULL,20-05-2017,22-04-2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/07231490,,,,,,,,,,,,,,,,,,,,,10-05-2023,26-04-2022
A J WEBB & SON (SHEFFIELD) LTD,3146578,,,UNIT 1 SOUTH YORKSHIRE FRESH,PRODUCE & FLOWER CENTRE,PARKWAY DRIVE SHEFFIELD,SOUTH YORKSHIRE,,S9 4WN,Private Limited Company,Active,United Kingdom,,10-01-1996,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,05-02-2017,08-01-2016,4,2,0,2,46310 - Wholesale of fruit and vegetables,,,,0,0,http://business.data.gov.uk/id/company/03146578,,,,,,,,,,,,,,,,,,,,,22-01-2023,08-01-2022
A J WHOLESALER LTD,11638438,,,15 KINGSWOOD STREET,,BRADFORD,,ENGLAND,BD7 3DU,Private Limited Company,Active,United Kingdom,,23-10-2018,31,10,31-07-2023,31-10-2021,TOTAL EXEMPTION FULL,20-11-2019,,0,0,0,0,46420 - Wholesale of clothing and footwear,,,,0,0,http://business.data.gov.uk/id/company/11638438,,,,,,,,,,,,,,,,,,,,,05-11-2023,22-10-2022
